City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
574,Warwick,US,70.66,overcast clouds,41.7001,-71.4162,Hampton Inn & Suites Providence/Warwick-Airport
577,Ubinskoye,RU,68.29,overcast clouds,55.3068,79.6802,Gostinitsa Siberia
579,Vaitape,PF,81.72,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
580,Nanakuli,US,82.35,clear sky,21.3906,-158.1547,Camp Pālehua
582,Mareeba,AU,83.44,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
587,Acapulco,MX,82.33,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
588,Areni,AM,61.2,scattered clouds,39.7191,45.1799,Park-Hotel Khoren's Lake
591,Aquiraz,BR,82.49,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
593,Tizimin,MX,70.92,clear sky,21.15,-88.15,silva hogar
594,Cuencame,MX,80.37,overcast clouds,24.8711,-103.6964,HOTEL RICOME
596,Ilhabela,BR,70.57,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
598,Illapel,CL,62.02,overcast clouds,-31.6308,-71.1653,Hotel Londres
600,Port Shepstone,ZA,65.44,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
601,Tual,ID,83.55,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
603,Katobu,ID,87.82,overcast clouds,-4.9408,122.5276,La Ode Husein
604,Probolinggo,ID,86.81,broken clouds,-7.7543,113.2159,Rumah Anggrek Syariah 1 RedPartner
605,Gazanjyk,TM,69.48,overcast clouds,39.2446,55.5154,Railway motel
606,Suez,EG,65.46,overcast clouds,29.9737,32.5263,Green House
612,New Haven,US,67.19,mist,41.4001,-72.9329,Clarion Hotel & Suites Hamden-New Haven
614,Kango,GA,74.73,light rain,0.1943,10.0951,Hôtel Bar Restaurant Le Bercail
616,Isla Mujeres,MX,77.16,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
621,Casablanca,MA,68.32,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
622,Itupiranga,BR,74.08,overcast clouds,-5.1347,-49.3267,Hotel Panorama
626,Port Hedland,AU,80.65,overcast clouds,-20.3167,118.5667,The Esplanade Hotel
627,Dhidhdhoo,MV,82.96,light rain,6.8833,73.1,Dhidhoo beach
629,Goderich,CA,64.72,overcast clouds,43.7501,-81.7165,Harmony Inn
635,Sault Sainte Marie,CA,63.16,clear sky,46.5168,-84.3333,Comfort Inn
636,Catuday,PH,83.91,moderate rain,16.2923,119.8062,Benjie's Kubo & Cottages
637,Brigantine,US,62.04,fog,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
640,Dicabisagan,PH,88.54,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
643,Sanming,CN,63.09,overcast clouds,26.2486,117.6186,Sanming Huangting Lijing Hotel
644,Mapiripan,CO,73.45,overcast clouds,2.8892,-72.1256,Monserrate
647,Price,US,72.66,clear sky,39.5994,-110.8107,National 9 - Price River Inn
649,Carira,BR,68.5,broken clouds,-10.3608,-37.7011,Praca dos motorista
650,Bahir Dar,ET,69.28,few clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
651,Flinders,AU,72.18,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
654,Potrero Del Llano,MX,73.15,few clouds,21.05,-97.6833,Hotel Juárez
656,Padang,ID,87.85,clear sky,-0.9492,100.3543,Mercure Padang
657,Iquique,CL,60.84,scattered clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
660,Shimminato,JP,67.3,clear sky,36.7833,137.0667,Dai-ichi Inn Shinminato
663,Mikumi,TZ,63.86,clear sky,-7.4041,36.9831,Morio Motel and Campsite
664,Bismarck,US,60.64,few clouds,46.8083,-100.7837,Ramkota Hotel & Conference Center
665,Zhuanghe,CN,66.06,few clouds,39.7008,122.9911,Hanting Express Dalian Zhuanghe Qiansheng
667,Natal,BR,77.65,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
668,Karatau,KZ,64.96,clear sky,43.1667,70.4667,Baza Zika
669,Mahibadhoo,MV,83.66,overcast clouds,3.7833,72.9667,Omadhoo Inn
670,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
671,Monrovia,LR,79.61,overcast clouds,6.3005,-10.7969,Sunset Inn
673,Panama City,PA,80.55,overcast clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
674,Wanxian,CN,64.35,overcast clouds,30.8039,108.3897,7Days Inn Chongqing Shiqiaopu
675,Anton Lizardo,MX,83.21,few clouds,19.05,-95.9833,Hotel CocoAventura
676,Richards Bay,ZA,66.2,moderate rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
679,Hobyo,SO,80.08,few clouds,5.3505,48.5268,Iftin hotel hobyo
680,Saint-Joseph,RE,68.38,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
682,Port Macquarie,AU,73.33,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
684,Kiunga,PG,85.03,broken clouds,-6.1219,141.2906,Airport Lodge Kiunga
685,Fomboni,KM,82.04,clear sky,-12.28,43.7425,Auberge les abou
686,Ukiah,US,78.69,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
693,San Ignacio,BZ,68.14,overcast clouds,17.1561,-89.0714,Rainforest Haven Inn
694,Kamariotissa,GR,64.36,broken clouds,40.4833,25.4667,Niki Beach
695,Shingu,JP,71.4,broken clouds,33.7333,135.9833,Shingu UI Hotel
696,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Pirineos
697,Kisangani,CD,69.89,light rain,0.5167,25.2,Grand Ramela Hotel
699,Elizabeth City,US,69.82,light rain,36.2946,-76.2511,Hampton Inn Elizabeth City
701,Soyo,AO,76.77,scattered clouds,-6.1349,12.3689,Hotel Mpampa
702,Joshimath,IN,73.09,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
